#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
206697	851335	852864	31853	33226	YDL192W	YGL020C	ARF1	GET1	-	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	3.134	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
206714	851418	852864	31924	33226	YDL137W	YGL020C	ARF2	GET1	-	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	3.5418	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
206721	852462	852864	32864	33226	YBR164C	YGL020C	ARL1	GET1	DLP2	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-14.145	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
206773	856056	852864	36129	33226	YPL051W	YGL020C	ARL3	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-8.2742	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
206840	851458	852864	31962	33226	YDL100C	YGL020C	GET3	GET1	ARR4	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	5.0341	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
206852	850943	852864	31509	33226	YLR242C	YGL020C	ARV1	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-5.1642	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207031	855787	852864	35876	33226	YNR051C	YGL020C	BRE5	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.8243	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207072	850519	852864	31121	33226	YFL025C	YGL020C	BST1	GET1	PER17	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-6.2084	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207276	855676	852864	35773	33226	YNL051W	YGL020C	COG5	GET1	API4|COD4	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-12.759	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207325	855687	852864	35783	33226	YNL041C	YGL020C	COG6	GET1	SEC37|COD2	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-13.006	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207413	854904	852864	35070	33226	YML071C	YGL020C	COG8	GET1	DOR1	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-15.788	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207567	852500	852864	32898	33226	YBR201W	YGL020C	DER1	GET1	-	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	2.7857	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207605	853142	852864	33480	33226	YGR227W	YGL020C	DIE2	GET1	ALG10	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	3.3504	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207622	856313	852864	36355	33226	YPR183W	YGL020C	DPM1	GET1	SED3	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.7287	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207749	853243	852864	33568	33226	YJL196C	YGL020C	ELO1	GET1	-	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	2.6027	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207755	852675	852864	33058	33226	YGL200C	YGL020C	EMP24	GET1	BST2	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.8276	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207924	855029	852864	35186	33226	YMR015C	YGL020C	ERG5	GET1	CYP61	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	2.6934	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
207965	851264	852864	31791	33226	YAR002C-A	YGL020C	ERP1	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.8842	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208011	852826	852864	33193	33226	YGL054C	YGL020C	ERV14	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-8.4662	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208054	854997	852864	35157	33226	YML012W	YGL020C	ERV25	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.9188	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208094	851256	852864	31785	33226	YAL042W	YGL020C	ERV46	GET1	FUN9	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	2.6752	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208121	855073	852864	35228	33226	YMR052W	YGL020C	FAR3	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-3.0246	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208226	855355	852864	35487	33226	YMR307W	YGL020C	GAS1	GET1	GGP1|CWH52	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-3.0886	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208292	856669	852864	36687	33226	YEL042W	YGL020C	GDA1	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-5.1124	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208470	855337	852864	35472	33226	YMR292W	YGL020C	GOT1	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.282	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208498	851931	852864	32388	33226	YDR331W	YGL020C	GPI8	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.3339	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208564	851686	852864	32166	33226	YDR108W	YGL020C	TRS85	GET1	GSG1|MUM1	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.358	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208720	854236	852864	34469	33226	YOR070C	YGL020C	GYP1	GET1	YOR29-21	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-8.7309	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208884	854488	852864	34699	33226	YOR311C	YGL020C	DGK1	GET1	HSD1	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-7.3779	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
208932	853582	852864	33874	33226	YJR118C	YGL020C	ILM1	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-2.7577	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209117	854785	852864	34962	33226	YIL027C	YGL020C	KRE27	GET1	EMC5	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.7803	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209145	856386	852864	36422	33226	YHL003C	YGL020C	LAG1	GET1	-	MDM39	Positive Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	2.6742	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209202	853384	852864	33692	33226	YJL062W	YGL020C	LAS21	GET1	GPI7	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-2.654	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209237	854342	852864	34565	33226	YOR171C	YGL020C	LCB4	GET1	-	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-4.5879	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209272	853789	852864	34058	33226	YKL073W	YGL020C	LHS1	GET1	CER1|SSI1	MDM39	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-2.6627	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209308	852864	854904	33226	35070	YGL020C	YML071C	GET1	COG8	MDM39	DOR1	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209309	852864	853453	33226	33753	YGL020C	YJL004C	GET1	SYS1	MDM39	-	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-15.571	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209310	852864	852586	33226	32977	YGL020C	YBR283C	GET1	SSH1	MDM39	-	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-15.531	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209311	852864	852462	33226	32864	YGL020C	YBR164C	GET1	ARL1	MDM39	DLP2	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-14.145	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209312	852864	855687	33226	35783	YGL020C	YNL041C	GET1	COG6	MDM39	SEC37|COD2	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209313	852864	855676	33226	35773	YGL020C	YNL051W	GET1	COG5	MDM39	API4|COD4	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209314	852864	856681	33226	36698	YGL020C	YEL031W	GET1	SPF1	MDM39	COD1|PER9|PIO1	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-12.112	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209315	852864	851686	33226	32166	YGL020C	YDR108W	GET1	TRS85	MDM39	GSG1|MUM1	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.358	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209316	852864	853581	33226	33873	YGL020C	YJR117W	GET1	STE24	MDM39	AFC1|PIO2	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.321	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209317	852864	855337	33226	35472	YGL020C	YMR292W	GET1	GOT1	MDM39	-	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209318	852864	852172	33226	32601	YGL020C	YBL102W	GET1	SFT2	MDM39	-	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.193	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209319	852864	850973	33226	31536	YGL020C	YLR268W	GET1	SEC22	MDM39	TSL26|SLY2	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-11.109	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209320	852864	851714	33226	32191	YGL020C	YDR137W	GET1	RGP1	MDM39	-	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-10.033	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209321	852864	852709	33226	33087	YGL020C	YGL167C	GET1	PMR1	MDM39	BSD1|SSC1|LDB1	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-9.0059	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
209322	852864	854236	33226	34469	YGL020C	YOR070C	GET1	GYP1	MDM39	YOR29-21	Negative Genetic	genetic	Schuldiner M (2005)	16269340	559292	559292	High Throughput	-	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BioGRID
