#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
180852	852536	851085	32929	31630	YBR234C	YLR370C	ARC40	ARC18	-	-	Affinity Capture-MS	physical	Krogan NJ (2006)	16554755	559292	559292	High Throughput	-	-	-	-	-	BioGRID
184692	851085	851532	31630	32027	YLR370C	YDL029W	ARC18	ARP2	-	ACT2	Affinity Capture-MS	physical	Krogan NJ (2006)	16554755	559292	559292	High Throughput	-	-	-	-	-	BioGRID
184693	851085	856793	31630	36806	YLR370C	YER064C	ARC18	YER064C	-	-	Affinity Capture-MS	physical	Krogan NJ (2006)	16554755	559292	559292	High Throughput	-	-	-	-	-	BioGRID
184694	851085	853528	31630	33822	YLR370C	YJR065C	ARC18	ARP3	-	ACT4	Affinity Capture-MS	physical	Krogan NJ (2006)	16554755	559292	559292	High Throughput	-	-	-	-	-	BioGRID
184695	851085	853856	31630	34119	YLR370C	YKL013C	ARC18	ARC19	-	-	Affinity Capture-MS	physical	Krogan NJ (2006)	16554755	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193280	852536	851085	32929	31630	YBR234C	YLR370C	ARC40	ARC18	-	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193285	851532	851085	32027	31630	YDL029W	YLR370C	ARP2	ARC18	ACT2	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193292	854748	851085	34930	31630	YIL062C	YLR370C	ARC15	ARC18	-	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193297	853528	851085	33822	31630	YJR065C	YLR370C	ARP3	ARC18	ACT4	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193302	851085	854748	31630	34930	YLR370C	YIL062C	ARC18	ARC15	-	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193303	851085	853856	31630	34119	YLR370C	YKL013C	ARC18	ARC19	-	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193304	851085	855771	31630	35861	YLR370C	YNR035C	ARC18	ARC35	-	END9	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193305	851085	851532	31630	32027	YLR370C	YDL029W	ARC18	ARP2	-	ACT2	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193306	851085	853528	31630	33822	YLR370C	YJR065C	ARC18	ARP3	-	ACT4	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
193308	855771	851085	35861	31630	YNR035C	YLR370C	ARC35	ARC18	END9	-	Affinity Capture-MS	physical	Gavin AC (2006)	16429126	559292	559292	High Throughput	-	-	-	-	-	BioGRID
229373	852536	851085	32929	31630	YBR234C	YLR370C	ARC40	ARC18	-	-	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	5.968982	-	-	-	-	BioGRID
230039	851532	851085	32027	31630	YDL029W	YLR370C	ARP2	ARC18	ACT2	-	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	9.998253	-	-	-	-	BioGRID
234696	854748	851085	34930	31630	YIL062C	YLR370C	ARC15	ARC18	-	-	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	10.680816	-	-	-	-	BioGRID
235125	853528	851085	33822	31630	YJR065C	YLR370C	ARP3	ARC18	ACT4	-	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	12.205905	-	-	-	-	BioGRID
235284	853856	851085	34119	31630	YKL013C	YLR370C	ARC19	ARC18	-	-	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	11.380566	-	-	-	-	BioGRID
236059	851085	855771	31630	35861	YLR370C	YNR035C	ARC18	ARC35	-	END9	Affinity Capture-MS	physical	Collins SR (2007)	17200106	559292	559292	High Throughput	11.172379	-	-	-	-	BioGRID
256967	853260	851085	33582	31630	YJL179W	YLR370C	PFD1	ARC18	GIM6	-	Synthetic Lethality	genetic	Ye P (2006)	16729061	559292	559292	High Throughput	-	-	inviable	-	-	BioGRID
257124	851209	851085	31742	31630	YAL024C	YLR370C	LTE1	ARC18	MSI2	-	Synthetic Lethality	genetic	Ye P (2006)	16729061	559292	559292	High Throughput	-	-	inviable	-	-	BioGRID
266166	855339	851085	35474	31630	YMR294W	YLR370C	JNM1	ARC18	INS1|PAC3	-	Synthetic Lethality	genetic	Schoener D (2008)	18194531	559292	559292	High Throughput	-	-	inviable	High Throughput: Synthetic Genetic Array (SGA) analysis	-	BioGRID
268907	853500	851085	33794	31630	YJR043C	YLR370C	POL32	ARC18	-	-	Synthetic Growth Defect	genetic	Hanna M (2007)	17681555	559292	559292	Low Throughput	-	-	vegetative growth	-	-	BioGRID
271887	854748	851085	34930	31630	YIL062C	YLR370C	ARC15	ARC18	-	-	FRET	physical	Slaughter BD (2007)	18077328	559292	559292	Low Throughput	-	-	-	fluorescence fluctuation spectroscopy	-	BioGRID
272327	852536	851085	32929	31630	YBR234C	YLR370C	ARC40	ARC18	-	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
272565	851532	851085	32027	31630	YDL029W	YLR370C	ARP2	ARC18	ACT2	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
273420	852740	851085	33115	31630	YGL137W	YLR370C	SEC27	ARC18	-	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
273471	852666	851085	33050	31630	YGL206C	YLR370C	CHC1	ARC18	SWA5	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274059	853856	851085	34119	31630	YKL013C	YLR370C	ARC19	ARC18	-	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274289	851085	855136	31630	35285	YLR370C	YMR109W	ARC18	MYO5	-	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274290	851085	855584	31630	35688	YLR370C	YNL138W	ARC18	SRV2	-	CAP	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274291	851085	855478	31630	35596	YLR370C	YNL243W	ARC18	SLA2	-	END4|MOP2	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274292	851085	851085	31630	31630	YLR370C	YLR370C	ARC18	ARC18	-	-	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
274293	851085	854353	31630	34576	YLR370C	YOR181W	ARC18	LAS17	-	BEE1	PCA	physical	Tarassov K (2008)	18467557	559292	559292	High Throughput	-	-	-	-	-	BioGRID
281611	850504	851085	31107	31630	YFL039C	YLR370C	ACT1	ARC18	ABY1|END7	-	Synthetic Haploinsufficiency	genetic	Haarer B (2007)	17167106	559292	559292	High Throughput	-	-	haploinsufficient	these complex haploinsufficient interactions with the act1-null heterozygote are sick	-	BioGRID
283888	853364	851085	33675	31630	YJL081C	YLR370C	ARP4	ARC18	ACT3	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
284084	852762	851085	33135	31630	YGL116W	YLR370C	CDC20	ARC18	PAC5	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
284494	856019	851085	36095	31630	YPL086C	YLR370C	ELP3	ARC18	KTI8|TOT3|HPA1	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
284702	854418	851085	34635	31630	YOR244W	YLR370C	ESA1	ARC18	TAS1	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
284703	854418	851085	34635	31630	YOR244W	YLR370C	ESA1	ARC18	TAS1	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285084	855710	851085	35805	31630	YNL021W	YLR370C	HDA1	ARC18	-	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285138	851889	851085	32347	31630	YDR295C	YLR370C	HDA2	ARC18	PLO2	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285176	856309	851085	36351	31630	YPR179C	YLR370C	HDA3	ARC18	PLO1	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285298	855626	851085	35726	31630	YNL097C	YLR370C	PHO23	ARC18	-	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285339	855386	851085	35511	31630	YNL330C	YLR370C	RPD3	ARC18	SDI2|MOF6|REC3|SDS6	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285457	855305	851085	35441	31630	YMR263W	YLR370C	SAP30	ARC18	-	-	Synthetic Growth Defect	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	vegetative growth	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
285526	854158	851085	34400	31630	YOL004W	YLR370C	SIN3	ARC18	CPE1|SDI1|SDS16|UME4|RPD1|GAM2	-	Synthetic Lethality	genetic	Lin YY (2008)	18676811	559292	559292	High Throughput|Low Throughput	-	-	inviable	High Throughput: dSLAM analysis was performed to determine genome-wide genetic interaction profiles of 38 query genes involved in histone (de)acetylation.|Low Throughput: Genetic interactions identified using dSLAM were validated by tetrad dissection and/or random spore analysis.	-	BioGRID
300180	850658	851085	31249	31630	YLL002W	YLR370C	RTT109	ARC18	KIM2|REM50	-	Synthetic Growth Defect	genetic	Fillingham J (2008)	18458063	559292	559292	High Throughput	-	-	heat sensitivity|vegetative growth	Either synthetic growth defect or synthetic lethality at 37 C.	-	BioGRID
326076	850620	851085	31215	31630	YLL039C	YLR370C	UBI4	ARC18	SCD2|UB14	-	Affinity Capture-MS	physical	Peng J (2003)	12872131	559292	559292	High Throughput	-	-	-	Candidate ubiquitin-conjugated proteins listed in supplementary table 1 of the paper.	-	BioGRID
327468	851306	851085	31825	31630	YDL220C	YLR370C	CDC13	ARC18	EST4	-	Synthetic Growth Defect	genetic	Addinall SG (2008)	18845848	559292	559292	High Throughput	-	-	temperature sensitive growth|vegetative growth	An UPDOWN assay was used to identify genes whose deletion cause cdc13-1 cells to grow poorly.	-	BioGRID
340014	856422	851085	36458	31630	YHR027C	YLR370C	RPN1	ARC18	NAS1|HRD2	-	Affinity Capture-MS	physical	Guerrero C (2008)	18757749	559292	559292	High Throughput	-	-	-	-	-	BioGRID
343978	850314	851085	30941	31630	YCL043C	YLR370C	PDI1	ARC18	MFP1|TRG1	-	Synthetic Lethality	genetic	Kim JH (2009)	19233841	559292	559292	High Throughput	-	-	heat sensitivity|inviable	diploid synthetic lethality array method (dSLAM)	-	BioGRID
347705	852755	851085	33129	31630	YGL122C	YLR370C	NAB2	ARC18	-	-	Affinity Capture-RNA	physical	Batisse J (2009)	19840948	559292	559292	High Throughput	-	-	-	High Throughput: The experiment involved high-throughput sequencing of the RNAs that co-precipitated with TAP-tagged Nab2 (Nab2-TAP).	-	BioGRID
349126	851342	851085	31859	31630	YDL185W	YLR370C	VMA1	ARC18	CLS8|TFP1	-	Synthetic Lethality	genetic	Gustavsson M (2008)	18612650	559292	559292	Low Throughput	-	-	inviable	-	-	BioGRID
351448	851532	851085	32027	31630	YDL029W	YLR370C	ARP2	ARC18	ACT2	-	Affinity Capture-Western	physical	Daugherty KM (2008)	18381280	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
351454	855771	851085	35861	31630	YNR035C	YLR370C	ARC35	ARC18	END9	-	Affinity Capture-Western	physical	Daugherty KM (2008)	18381280	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
400988	851085	852311	31630	32726	YLR370C	YBR023C	ARC18	CHS3	-	CSD2|KTI2|DIT101|CAL1	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1298	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400989	851085	852370	31630	32780	YLR370C	YBR078W	ARC18	ECM33	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2652	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400990	851085	852392	31630	32801	YLR370C	YBR095C	ARC18	RXT2	-	RAF60	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1597	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400991	851085	852499	31630	32897	YLR370C	YBR200W	ARC18	BEM1	-	SRO1	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1531	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400992	851085	850440	31630	31052	YLR370C	YCR077C	ARC18	PAT1	-	MRT1	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.16	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400993	851085	850441	31630	31053	YLR370C	YCR079W	ARC18	PTC6	-	AUP1|PPP2	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.156	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400994	851085	851704	31630	32182	YLR370C	YDR126W	ARC18	SWF1	-	PSL10	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.2089	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400995	851085	851727	31630	32203	YLR370C	YDR150W	ARC18	NUM1	-	PAC12	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1598	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400996	851085	851910	31630	32368	YLR370C	YDR315C	ARC18	IPK1	-	GSL1	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1965	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
400997	851085	851984	31630	32437	YLR370C	YDR378C	ARC18	LSM6	-	-	Negative Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	-0.1728	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BioGRID
